i,j,density,pressure,temperature,velocity_x,velocity_y,velocity_z,magnetic_x,magnetic_y,magnetic_z
25,1,1.41667,2.125,1.5,-nan(ind),nan,nan,0.505,0.505,0
25,2,1.41667,2.125,1.5,nan,nan,-nan(ind),0.51,0.51,0
25,3,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.515,0.515,0
25,4,1.41667,2.125,1.5,nan,nan,nan,0.52,0.52,0
25,5,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.525,0.525,0
25,6,1.41667,2.125,1.5,nan,nan,-nan(ind),0.53,0.53,0
25,7,1.41667,2.125,1.5,-nan(ind),-nan(ind),-nan(ind),0.535,0.535,0
25,8,1.41667,2.125,1.5,nan,nan,-nan(ind),0.54,0.54,0
25,9,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.545,0.545,0
25,10,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.55,0.55,0
25,11,1.41667,2.125,1.5,nan,nan,-nan(ind),0.555,0.555,0
25,12,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.56,0.56,0
25,13,1.41667,2.125,1.5,nan,nan,-nan(ind),0.565,0.565,0
25,14,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.57,0.57,0
25,15,1.41667,2.125,1.5,nan,nan,-nan(ind),0.575,0.575,0
25,16,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.58,0.58,0
25,17,1.41667,2.125,1.5,nan,nan,-nan(ind),0.585,0.585,0
25,18,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.59,0.59,0
25,19,1.41667,2.125,1.5,nan,nan,-nan(ind),0.595,0.595,0
25,20,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.6,0.6,0
25,21,1.41667,2.125,1.5,nan,nan,-nan(ind),0.605,0.605,0
25,22,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.61,0.61,0
25,23,1.41667,2.125,1.5,nan,nan,-nan(ind),0.615,0.615,0
25,24,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.62,0.62,0
25,25,1.41667,2.125,1.5,nan,nan,-nan(ind),0.625,0.625,0
25,26,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.63,0.63,0
25,27,1.41667,2.125,1.5,nan,nan,-nan(ind),0.635,0.635,0
25,28,1.41667,2.125,1.5,-nan(ind),-nan(ind),nan,0.64,0.64,0
25,29,1.41667,2.125,1.5,-nan(ind),nan,nan,0.645,0.645,0
26,0,1.43333,2.15,1.5,nan,-nan(ind),-nan(ind),0.5,0.5,0
26,1,1.43333,2.15,1.5,nan,nan,-nan(ind),0.505,0.505,0
26,2,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.51,0.51,0
26,3,1.43333,2.15,1.5,nan,nan,-nan(ind),0.515,0.515,0
26,4,1.43333,2.15,1.5,-nan(ind),-nan(ind),-nan(ind),0.52,0.52,0
26,5,1.43333,2.15,1.5,nan,nan,-nan(ind),0.525,0.525,0
26,6,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.53,0.53,0
26,7,1.43333,2.15,1.5,nan,nan,nan,0.535,0.535,0
26,8,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.54,0.54,0
26,9,1.43333,2.15,1.5,nan,nan,-nan(ind),0.545,0.545,0
26,10,1.43333,2.15,1.5,nan,nan,-nan(ind),0.55,0.55,0
26,11,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.555,0.555,0
26,12,1.43333,2.15,1.5,nan,nan,-nan(ind),0.56,0.56,0
26,13,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.565,0.565,0
26,14,1.43333,2.15,1.5,nan,nan,-nan(ind),0.57,0.57,0
26,15,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.575,0.575,0
26,16,1.43333,2.15,1.5,nan,nan,-nan(ind),0.58,0.58,0
26,17,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.585,0.585,0
26,18,1.43333,2.15,1.5,nan,nan,-nan(ind),0.59,0.59,0
26,19,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.595,0.595,0
26,20,1.43333,2.15,1.5,nan,nan,-nan(ind),0.6,0.6,0
26,21,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.605,0.605,0
26,22,1.43333,2.15,1.5,nan,nan,-nan(ind),0.61,0.61,0
26,23,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.615,0.615,0
26,24,1.43333,2.15,1.5,nan,nan,-nan(ind),0.62,0.62,0
26,25,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.625,0.625,0
26,26,1.43333,2.15,1.5,nan,nan,-nan(ind),0.63,0.63,0
26,27,1.43333,2.15,1.5,-nan(ind),-nan(ind),nan,0.635,0.635,0
26,28,1.43333,2.15,1.5,nan,-nan(ind),-nan(ind),0.64,0.64,0
26,29,1.43333,2.15,1.5,nan,nan,-nan(ind),0.645,0.645,0
27,0,1.45,2.175,1.5,-nan(ind),nan,nan,0.5,0.5,0
27,1,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.505,0.505,0
27,2,1.45,2.175,1.5,nan,nan,-nan(ind),0.51,0.51,0
27,3,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.515,0.515,0
27,4,1.45,2.175,1.5,nan,nan,nan,0.52,0.52,0
27,5,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.525,0.525,0
27,6,1.45,2.175,1.5,nan,nan,-nan(ind),0.53,0.53,0
27,7,1.45,2.175,1.5,-nan(ind),-nan(ind),-nan(ind),0.535,0.535,0
27,8,1.45,2.175,1.5,nan,nan,-nan(ind),0.54,0.54,0
27,9,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.545,0.545,0
27,10,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.55,0.55,0
27,11,1.45,2.175,1.5,nan,nan,-nan(ind),0.555,0.555,0
27,12,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.56,0.56,0
27,13,1.45,2.175,1.5,nan,nan,-nan(ind),0.565,0.565,0
27,14,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.57,0.57,0
27,15,1.45,2.175,1.5,nan,nan,-nan(ind),0.575,0.575,0
27,16,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.58,0.58,0
27,17,1.45,2.175,1.5,nan,nan,-nan(ind),0.585,0.585,0
27,18,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.59,0.59,0
27,19,1.45,2.175,1.5,nan,nan,-nan(ind),0.595,0.595,0
27,20,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.6,0.6,0
27,21,1.45,2.175,1.5,nan,nan,-nan(ind),0.605,0.605,0
27,22,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.61,0.61,0
27,23,1.45,2.175,1.5,nan,nan,-nan(ind),0.615,0.615,0
27,24,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.62,0.62,0
27,25,1.45,2.175,1.5,nan,nan,-nan(ind),0.625,0.625,0
27,26,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.63,0.63,0
27,27,1.45,2.175,1.5,nan,nan,-nan(ind),0.635,0.635,0
27,28,1.45,2.175,1.5,-nan(ind),nan,nan,0.64,0.64,0
27,29,1.45,2.175,1.5,-nan(ind),-nan(ind),nan,0.645,0.645,0
28,0,1.46667,2.2,1.5,nan,-nan(ind),-nan(ind),0.5,0.5,0
28,1,1.46667,2.2,1.5,nan,-nan(ind),-nan(ind),0.505,0.505,0
28,2,1.46667,2.2,1.5,-nan(ind),nan,nan,0.51,0.51,0
28,3,1.46667,2.2,1.5,nan,-nan(ind),-nan(ind),0.515,0.515,0
28,4,1.46667,2.2,1.5,-nan(ind),nan,-nan(ind),0.52,0.52,0
28,5,1.46667,2.2,1.5,nan,nan,-nan(ind),0.525,0.525,0
28,6,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.53,0.53,0
28,7,1.46667,2.2,1.5,nan,nan,nan,0.535,0.535,0
28,8,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.54,0.54,0
28,9,1.46667,2.2,1.5,nan,-nan(ind),-nan(ind),0.545,0.545,0
28,10,1.46667,2.2,1.5,nan,nan,-nan(ind),0.55,0.55,0
28,11,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.555,0.555,0
28,12,1.46667,2.2,1.5,nan,nan,-nan(ind),0.56,0.56,0
28,13,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.565,0.565,0
28,14,1.46667,2.2,1.5,nan,nan,-nan(ind),0.57,0.57,0
28,15,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.575,0.575,0
28,16,1.46667,2.2,1.5,nan,nan,-nan(ind),0.58,0.58,0
28,17,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.585,0.585,0
28,18,1.46667,2.2,1.5,nan,nan,-nan(ind),0.59,0.59,0
28,19,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.595,0.595,0
28,20,1.46667,2.2,1.5,nan,nan,-nan(ind),0.6,0.6,0
28,21,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.605,0.605,0
28,22,1.46667,2.2,1.5,nan,nan,-nan(ind),0.61,0.61,0
28,23,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.615,0.615,0
28,24,1.46667,2.2,1.5,nan,nan,-nan(ind),0.62,0.62,0
28,25,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.625,0.625,0
28,26,1.46667,2.2,1.5,nan,nan,-nan(ind),0.63,0.63,0
28,27,1.46667,2.2,1.5,-nan(ind),-nan(ind),nan,0.635,0.635,0
28,28,1.46667,2.2,1.5,nan,-nan(ind),-nan(ind),0.64,0.64,0
28,29,1.46667,2.2,1.5,nan,-nan(ind),-nan(ind),0.645,0.645,0
29,0,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.5,0.5,0
29,1,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.505,0.505,0
29,2,1.48333,2.225,1.5,nan,nan,-nan(ind),0.51,0.51,0
29,3,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.515,0.515,0
29,4,1.48333,2.225,1.5,nan,nan,nan,0.52,0.52,0
29,5,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.525,0.525,0
29,6,1.48333,2.225,1.5,nan,nan,-nan(ind),0.53,0.53,0
29,7,1.48333,2.225,1.5,-nan(ind),-nan(ind),-nan(ind),0.535,0.535,0
29,8,1.48333,2.225,1.5,nan,nan,-nan(ind),0.54,0.54,0
29,9,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.545,0.545,0
29,10,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.55,0.55,0
29,11,1.48333,2.225,1.5,nan,nan,-nan(ind),0.555,0.555,0
29,12,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.56,0.56,0
29,13,1.48333,2.225,1.5,nan,nan,-nan(ind),0.565,0.565,0
29,14,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.57,0.57,0
29,15,1.48333,2.225,1.5,nan,nan,-nan(ind),0.575,0.575,0
29,16,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.58,0.58,0
29,17,1.48333,2.225,1.5,nan,nan,-nan(ind),0.585,0.585,0
29,18,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.59,0.59,0
29,19,1.48333,2.225,1.5,nan,nan,-nan(ind),0.595,0.595,0
29,20,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.6,0.6,0
29,21,1.48333,2.225,1.5,nan,nan,-nan(ind),0.605,0.605,0
29,22,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.61,0.61,0
29,23,1.48333,2.225,1.5,nan,nan,-nan(ind),0.615,0.615,0
29,24,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.62,0.62,0
29,25,1.48333,2.225,1.5,nan,nan,-nan(ind),0.625,0.625,0
29,26,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.63,0.63,0
29,27,1.48333,2.225,1.5,nan,nan,-nan(ind),0.635,0.635,0
29,28,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.64,0.64,0
29,29,1.48333,2.225,1.5,-nan(ind),-nan(ind),nan,0.645,0.645,0
